jMRUI Data Textfile

Filename: /Users/Georg/Documents/MATLAB/osprey/exampledata/sdat/UnEdited/derivatives/jMRUIFiles/mrs_sub-01_ses-01_press_sub-01_PRESS_35_act_jMRUI_A.TXT

PointsInDataset: 2048
DatasetsInFile: 1
SamplingInterval: 5.000000E-01
ZeroOrderPhase: 0E+00
BeginTime: 0E+00
TransmitterFrequency: 1.277509E+08
MagneticField: 3.000467E+00
TypeOfNucleus: 0E+00
NameOfPatient: No Name
DateOfExperiment: 
Spectrometer: TrioTim
AdditionalInfo: jnear


Signal and FFT
sig(real)	sig(imag)	fft(real)	fft(imag)
Signal 1 out of 1 in file
0.00063046	0.00223413	0.00201650	0.02195415
0.00296032	0.00136649	-0.01669182	0.01942031
0.00334832	-0.00175202	-0.01018020	0.01819472
0.00137390	-0.00402834	-0.01737140	0.03110715
-0.00152921	-0.00386734	-0.01125922	0.01707919
-0.00360531	-0.00176712	-0.01672724	0.02911659
-0.00313097	0.00098174	-0.00221413	0.02456548
-0.00162202	0.00174330	-0.00450372	0.01956734
-0.00029619	0.00141363	-0.01543842	0.02030275
-0.00017450	0.00081829	-0.02080704	0.01605277
-0.00049074	0.00139647	-0.01025799	0.00878910
-0.00001484	0.00253492	-0.00335583	0.00735910
0.00160513	0.00261733	-0.01052229	0.02462804
0.00332962	0.00120609	-0.01076926	0.02722609
0.00311306	-0.00149365	-0.01104377	0.03107813
0.00137098	-0.00335420	-0.01151166	0.01303457
-0.00219122	-0.00303498	-0.01347064	0.01640035
-0.00349629	-0.00030912	-0.00472959	0.02645352
-0.00224594	0.00246016	-0.00339873	0.01919922
0.00062679	0.00325117	-0.01423884	0.02904722
0.00240316	0.00139873	-0.00021620	0.03112903
0.00269173	-0.00063136	0.00015384	0.02226775
0.00050275	-0.00134604	-0.01052355	0.03260136
-0.00047604	-0.00109107	-0.01101566	0.03177557
-0.00012324	-0.00021549	0.00149394	0.01807706
0.00031232	0.00038177	0.00643982	0.02270013
0.00089123	-0.00087375	-0.00691394	0.01660173
-0.00030130	-0.00172358	-0.00731886	0.00782435
-0.00128108	-0.00095326	-0.01496730	0.01636166
-0.00162491	0.00075853	-0.01337041	0.03622128
-0.00048929	0.00115875	-0.00020738	0.01819534
0.00073721	0.00110387	-0.01011871	0.03219404
0.00114230	-0.00049862	-0.00610311	0.02411363
0.00032175	-0.00110732	-0.01140161	0.02855845
-0.00059144	-0.00099907	-0.00380911	0.03089960
